Job_Title,Average_Salary,Years_Experience,Education_Level,AI_Exposure_Index,Tech_Growth_Factor,Automation_Probability_2030,Risk_Category,Skill_1,Skill_2,Skill_3,Skill_4,Skill_5,Skill_6,Skill_7,Skill_8,Skill_9,Skill_10,Experience_Band,Income_Band,Job_Sector,Labour_Group
Security Guard,86470,11,Master's,0.92,0.84,0.8,High,0.19,0.59,0.74,0.44,0.75,0.3,0.71,0.26,0.78,0.83,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Marketing Manager,136054,12,Bachelor's,0.22,1.19,0.52,Medium,0.99,0.36,0.77,0.37,0.4,0.11,0.24,0.16,0.16,0.01,Senior,High,Marketing & Professional Services,Private_Professional
Retail Worker,109721,27,PhD,0.47,1.3,0.85,High,0.83,0.5,0.09,0.62,0.68,0.63,0.8,0.73,0.43,0.82,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Software Engineer,90475,2,Master's,0.12,1.04,0.59,Medium,0.55,0.95,0.1,0.72,0.82,0.7,0.39,0.39,0.59,0.4,Early Career,Middle,Digital & Technology,Digital_Creative
Truck Driver,48422,24,Master's,0.11,1.14,0.73,High,0.54,0.72,0.17,0.7,0.14,0.62,0.51,0.3,0.11,0.74,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Data Scientist,74380,15,Master's,0.33,0.71,0.41,Medium,0.43,0.18,0.96,0.11,0.99,0.84,0.42,0.74,0.67,0.21,Senior,Middle,Digital & Technology,Digital_Creative
Chef,114999,10,Bachelor's,0.57,1.14,0.68,Medium,0.39,0.3,0.04,0.15,0.11,0.34,0.61,0.05,0.73,0.4,Senior,High,Hospitality & Catering,Manual_Trade_Service
Construction Worker,45224,6,High School,0.57,1.27,0.92,High,0.89,0.52,0.4,0.56,0.4,0.24,0.32,0.23,0.27,0.09,Mid-Level,Middle,Construction,Manual_Trade_Service
Construction Worker,73302,10,High School,0.24,0.95,0.9,High,0.45,0.95,0.15,0.85,0.25,0.93,0.23,0.75,0.06,0.63,Senior,Middle,Construction,Manual_Trade_Service
Construction Worker,97743,7,Bachelor's,0.67,1.14,0.93,High,0.63,0.41,0.19,0.66,0.12,0.83,0.25,0.52,0.6,0.36,Mid-Level,Middle,Construction,Manual_Trade_Service
Data Scientist,136974,26,Master's,0.25,0.53,0.68,Medium,0.32,0.71,0.51,0.67,0.11,0.52,0.39,0.45,0.97,0.14,Expert/Late,High,Digital & Technology,Digital_Creative
Graphic Designer,31987,7,High School,0.33,0.79,0.41,Medium,0.35,0.36,0.27,0.67,0.05,0.33,0.28,0.75,0.15,0.94,Mid-Level,Middle,Creative Industries,Digital_Creative
Marketing Manager,102587,17,Bachelor's,0.37,0.7,0.41,Medium,0.76,0.48,0.16,0.05,0.23,0.95,0.85,0.44,0.48,0.9,Senior,High,Marketing & Professional Services,Private_Professional
Doctor,56932,11,Bachelor's,0.38,0.63,0.25,Low,0.94,0.39,0.73,0.41,0.5,0.84,0.08,0.53,0.21,0.34,Senior,Middle,Health & Social Care,Public_Sector
Teacher,114371,3,PhD,0.03,1.09,0.12,Low,0.67,0.14,0.74,0.65,0.97,0.91,0.28,0.03,0.66,0.6,Early Career,High,Education,Public_Sector
Nurse,133027,2,Master's,0.12,1.08,0.28,Low,0.91,0.15,0.38,0.04,0.47,0.75,0.79,0.5,0.1,0.38,Early Career,High,Health & Social Care,Public_Sector
Research Scientist,45353,0,PhD,0.66,1.29,0.22,Low,0.79,0.58,0.86,0.55,0.23,0.54,0.71,0.65,0.24,0.04,Entry/Junior,Middle,Research & Development,Digital_Creative
Construction Worker,67970,19,PhD,0.98,0.68,0.82,High,0.64,0.88,0.76,0.91,0.6,0.87,0.26,0.43,0.84,0.33,Senior,Middle,Construction,Manual_Trade_Service
Data Scientist,57154,15,PhD,0.36,0.86,0.42,Medium,0.55,0.13,0.04,0.9,0.93,0.08,0.55,0.54,0.37,0.57,Senior,Middle,Digital & Technology,Digital_Creative
Marketing Manager,115793,25,Bachelor's,0.49,1.26,0.51,Medium,0.32,0.58,0.64,0.66,0.62,0.66,0.31,0.45,0.67,0.75,Expert/Late,High,Marketing & Professional Services,Private_Professional
Truck Driver,43174,1,PhD,0.22,0.99,0.81,High,0.92,0.36,0.94,0.46,0.96,0.74,0.83,0.1,0.59,0.14,Entry/Junior,Middle,Transport & Logistics,Manual_Trade_Service
Financial Analyst,88323,19,High School,0.62,1.23,0.32,Medium,0.53,0.57,0.08,0.5,0.71,0.05,0.76,0.58,0.83,0.22,Senior,Middle,Finance & Professional Services,Private_Professional
Data Scientist,123335,22,PhD,0.26,0.86,0.5,Medium,0.79,0.17,0.11,0.15,0.22,0.06,0.93,0.32,0.18,0.64,Expert/Late,High,Digital & Technology,Digital_Creative
Doctor,67877,22,PhD,0.36,1.01,0.17,Low,0.6,0.96,0.89,0.11,0.27,0.83,0.82,0.28,0.73,0.67,Expert/Late,Middle,Health & Social Care,Public_Sector
Nurse,86779,14,PhD,0.2,1.39,0.22,Low,0.17,0.7,0.74,0.89,0.22,0.99,0.15,0.6,0.66,0.42,Senior,Middle,Health & Social Care,Public_Sector
Construction Worker,34650,3,PhD,0.03,0.54,0.81,High,0.66,0.39,1.0,0.2,0.01,0.19,0.89,0.15,0.48,0.42,Early Career,Middle,Construction,Manual_Trade_Service
Lawyer,93884,3,PhD,0.05,1.16,0.44,Medium,0.93,0.85,0.4,0.99,0.05,0.79,0.43,0.43,0.17,0.51,Early Career,Middle,Legal Services,Private_Professional
Lawyer,37317,0,High School,0.62,0.74,0.59,Medium,0.61,0.75,0.75,0.2,0.0,0.37,0.92,0.58,0.73,0.88,Entry/Junior,Middle,Legal Services,Private_Professional
Chef,123947,12,Master's,0.67,1.12,0.67,Medium,0.52,0.47,0.21,0.76,0.14,0.49,0.42,0.66,0.92,0.95,Senior,High,Hospitality & Catering,Manual_Trade_Service
Teacher,88524,9,High School,0.26,1.31,0.18,Low,0.45,0.71,0.6,0.97,0.58,0.47,0.54,0.81,0.61,0.65,Mid-Level,Middle,Education,Public_Sector
Nurse,44316,28,Master's,0.62,0.88,0.22,Low,0.66,0.01,0.47,0.74,0.5,0.78,0.45,0.98,0.29,0.09,Expert/Late,Middle,Health & Social Care,Public_Sector
Retail Worker,112142,7,PhD,0.54,0.85,0.76,High,0.67,0.38,0.63,0.78,0.76,0.38,0.57,0.45,0.87,0.88,Mid-Level,High,Retail & Consumer Services,Manual_Trade_Service
Customer Support,124939,22,High School,0.09,0.67,0.79,High,0.56,0.66,0.33,0.67,0.94,0.65,0.16,0.58,0.54,0.87,Expert/Late,High,Customer Service,Manual_Trade_Service
Customer Support,125756,16,High School,0.85,0.77,0.91,High,0.43,0.6,0.79,0.04,0.82,0.14,0.36,0.47,0.9,0.02,Senior,High,Customer Service,Manual_Trade_Service
Retail Worker,53255,21,Bachelor's,0.32,0.79,0.82,High,0.19,0.47,0.77,0.85,0.39,0.62,0.0,0.55,0.98,0.31,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Retail Worker,111808,4,High School,0.62,1.08,0.75,High,0.8,0.04,0.81,0.03,0.66,0.08,0.25,0.72,0.28,0.51,Early Career,High,Retail & Consumer Services,Manual_Trade_Service
Financial Analyst,142102,14,PhD,0.05,1.31,0.33,Medium,0.13,0.12,0.99,0.18,0.9,0.99,0.38,0.63,0.78,0.39,Senior,High,Finance & Professional Services,Private_Professional
Nurse,72690,5,High School,0.43,1.27,0.25,Low,0.23,0.17,0.92,0.04,0.73,0.05,0.84,0.91,0.3,0.07,Mid-Level,Middle,Health & Social Care,Public_Sector
Customer Support,39304,25,High School,0.3,0.92,0.87,High,0.21,0.36,0.78,0.64,0.33,0.66,0.77,0.59,0.24,0.0,Expert/Late,Middle,Customer Service,Manual_Trade_Service
HR Specialist,129581,3,PhD,0.82,1.2,0.33,Medium,0.59,0.82,0.39,0.2,0.59,0.83,0.05,0.6,0.64,0.6,Early Career,High,Business & Professional Services,Private_Professional
Software Engineer,69819,4,Master's,0.63,0.63,0.39,Medium,0.62,0.02,0.63,0.67,0.24,0.6,0.53,0.26,0.46,0.91,Early Career,Middle,Digital & Technology,Digital_Creative
Truck Driver,141925,23,Bachelor's,0.41,1.38,0.81,High,0.87,0.13,0.64,0.68,0.66,0.45,0.68,0.24,0.6,0.55,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Research Scientist,75805,19,Bachelor's,0.78,0.58,0.09,Low,0.47,0.89,0.58,0.84,0.52,0.79,0.33,0.82,0.4,0.56,Senior,Middle,Research & Development,Digital_Creative
Construction Worker,67326,15,High School,0.92,1.2,0.91,High,0.21,0.07,0.34,0.52,0.8,0.4,0.27,0.37,0.7,0.34,Senior,Middle,Construction,Manual_Trade_Service
HR Specialist,69224,18,Bachelor's,0.17,1.25,0.54,Medium,0.23,0.75,0.45,0.68,0.66,0.11,0.84,0.68,0.78,0.45,Senior,Middle,Business & Professional Services,Private_Professional
Data Scientist,132567,4,Bachelor's,0.0,1.2,0.52,Medium,0.21,0.23,0.81,0.5,0.7,0.45,0.24,0.97,0.57,0.13,Early Career,High,Digital & Technology,Digital_Creative
Teacher,129417,23,Master's,0.33,0.71,0.28,Low,0.88,0.2,0.35,0.76,0.21,0.59,0.7,0.65,0.71,0.71,Expert/Late,High,Education,Public_Sector
Mechanic,129652,28,High School,0.35,1.38,0.31,Medium,0.29,0.05,0.65,0.1,0.85,0.65,0.03,0.71,0.86,0.66,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Software Engineer,58498,10,Bachelor's,0.86,1.23,0.45,Medium,0.33,0.48,0.87,0.25,0.1,0.86,0.03,0.91,0.31,0.51,Senior,Middle,Digital & Technology,Digital_Creative
Truck Driver,37816,17,Master's,0.9,1.25,0.93,High,0.68,0.18,0.31,0.49,0.61,0.93,0.38,0.7,0.96,0.15,Senior,Middle,Transport & Logistics,Manual_Trade_Service
Lawyer,65074,22,Bachelor's,0.42,1.23,0.42,Medium,0.33,0.03,0.97,0.81,0.09,1.0,0.61,0.85,0.07,0.39,Expert/Late,Middle,Legal Services,Private_Professional
Mechanic,46775,29,PhD,0.11,0.99,0.48,Medium,0.22,0.3,0.97,0.29,0.21,0.54,0.67,0.73,0.75,0.04,Expert/Late,Middle,Transport & Automotive Services,Manual_Trade_Service
Software Engineer,127095,14,High School,0.77,1.4,0.54,Medium,0.05,0.4,0.07,0.75,0.06,0.19,0.42,0.46,0.41,0.46,Senior,High,Digital & Technology,Digital_Creative
AI Engineer,85124,18,Master's,0.37,1.05,0.13,Low,0.35,0.61,0.49,0.72,0.56,0.8,0.44,0.49,0.67,0.22,Senior,Middle,Digital & Technology,Digital_Creative
Nurse,48224,22,Bachelor's,0.62,0.53,0.16,Low,0.6,0.97,0.88,0.28,0.51,0.06,0.24,0.77,0.12,0.26,Expert/Late,Middle,Health & Social Care,Public_Sector
Chef,80421,9,High School,0.82,1.28,0.65,Medium,0.75,0.12,0.52,0.44,0.31,0.83,0.46,0.06,0.27,0.23,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Marketing Manager,149028,19,PhD,0.65,1.06,0.5,Medium,0.65,0.75,0.55,0.94,0.98,1.0,0.67,0.93,0.4,0.86,Senior,High,Marketing & Professional Services,Private_Professional
Truck Driver,137919,29,High School,0.9,1.33,0.8,High,0.16,0.33,0.77,0.23,0.48,0.57,0.6,0.94,0.66,0.79,Expert/Late,High,Transport & Logistics,Manual_Trade_Service
Graphic Designer,129391,13,Master's,0.5,0.6,0.4,Medium,0.35,0.64,0.25,0.23,0.29,0.59,0.49,0.84,0.7,0.67,Senior,High,Creative Industries,Digital_Creative
Marketing Manager,105125,29,Master's,0.06,1.01,0.33,Medium,0.36,0.03,0.18,0.11,0.8,0.35,0.08,0.27,0.68,0.75,Expert/Late,High,Marketing & Professional Services,Private_Professional
UX Researcher,127071,20,Master's,0.66,0.81,0.41,Medium,0.81,0.98,0.77,0.52,0.44,0.54,0.46,0.5,0.2,0.9,Expert/Late,High,Digital & Creative Industries,Digital_Creative
AI Engineer,109036,1,Master's,0.68,1.45,0.12,Low,0.08,0.83,1.0,0.58,0.06,0.78,0.07,0.54,0.28,0.92,Entry/Junior,High,Digital & Technology,Digital_Creative
Security Guard,59000,5,Bachelor's,0.9,0.8,0.8,High,0.95,0.2,0.58,0.39,0.77,0.13,0.44,0.7,0.41,0.06,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Truck Driver,45529,22,High School,0.5,0.51,0.85,High,0.92,0.11,0.59,0.73,0.07,0.02,0.46,0.79,0.16,0.84,Expert/Late,Middle,Transport & Logistics,Manual_Trade_Service
Security Guard,124845,15,PhD,0.33,1.02,0.94,High,0.22,0.5,0.62,0.14,0.04,0.01,0.32,0.07,0.8,1.0,Senior,High,Security & Protective Services,Manual_Trade_Service
Security Guard,135312,28,High School,0.43,0.53,0.73,High,0.32,0.39,0.94,0.4,0.5,0.25,0.0,0.9,0.08,0.96,Expert/Late,High,Security & Protective Services,Manual_Trade_Service
Nurse,95478,22,High School,0.6,1.5,0.08,Low,0.42,0.78,0.03,0.69,0.08,0.24,0.16,0.91,0.18,0.04,Expert/Late,Middle,Health & Social Care,Public_Sector
Graphic Designer,71702,8,Bachelor's,0.35,0.91,0.35,Medium,0.75,0.6,0.36,0.17,0.59,0.78,0.31,0.03,0.21,0.68,Mid-Level,Middle,Creative Industries,Digital_Creative
Retail Worker,123068,25,Master's,0.01,0.81,0.72,High,0.32,0.41,0.92,0.08,0.78,0.4,0.81,0.51,0.04,0.95,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Construction Worker,33911,13,Bachelor's,0.6,1.38,0.72,High,0.55,0.82,0.99,0.72,0.28,0.7,0.71,0.7,0.85,0.09,Senior,Middle,Construction,Manual_Trade_Service
Lawyer,121964,14,PhD,0.64,1.45,0.49,Medium,0.96,0.94,0.9,0.91,0.9,0.82,0.69,0.02,0.13,0.13,Senior,High,Legal Services,Private_Professional
Data Scientist,78229,16,Master's,0.12,1.42,0.57,Medium,0.31,0.79,0.49,0.14,0.88,0.34,0.7,0.29,0.5,0.82,Senior,Middle,Digital & Technology,Digital_Creative
Construction Worker,66704,18,PhD,0.98,0.57,0.83,High,0.92,0.95,0.23,0.14,0.72,0.04,0.49,0.8,0.56,0.19,Senior,Middle,Construction,Manual_Trade_Service
Retail Worker,91295,20,Bachelor's,0.92,1.12,0.88,High,0.34,0.19,0.26,0.53,0.28,0.54,0.71,0.73,0.16,0.75,Expert/Late,Middle,Retail & Consumer Services,Manual_Trade_Service
Customer Support,114532,0,Bachelor's,0.01,0.56,0.86,High,0.38,0.15,0.04,0.16,0.96,0.73,0.53,0.94,0.62,0.73,Entry/Junior,High,Customer Service,Manual_Trade_Service
Research Scientist,129211,27,Master's,0.14,0.9,0.06,Low,0.22,0.07,0.39,0.84,0.38,0.83,0.66,0.51,0.24,0.92,Expert/Late,High,Research & Development,Digital_Creative
Nurse,36826,12,PhD,0.69,1.12,0.16,Low,0.24,0.43,0.87,0.84,0.94,0.31,0.39,0.02,0.94,0.33,Senior,Middle,Health & Social Care,Public_Sector
Nurse,113899,28,Master's,0.91,1.03,0.19,Low,0.18,0.5,0.92,0.56,0.26,0.03,0.34,0.57,0.04,0.61,Expert/Late,High,Health & Social Care,Public_Sector
Chef,59407,0,Bachelor's,0.78,0.53,0.61,Medium,0.52,0.37,0.97,0.16,0.54,0.32,0.53,0.55,0.09,0.66,Entry/Junior,Middle,Hospitality & Catering,Manual_Trade_Service
Doctor,120389,28,Master's,0.77,0.59,0.12,Low,0.65,0.14,0.68,0.06,0.33,0.85,0.77,0.64,0.87,0.71,Expert/Late,High,Health & Social Care,Public_Sector
Teacher,145796,23,PhD,0.98,1.19,0.2,Low,0.41,0.9,0.3,0.01,0.2,0.11,0.32,0.83,0.65,0.17,Expert/Late,High,Education,Public_Sector
Financial Analyst,44433,0,High School,0.5,1.01,0.44,Medium,0.86,0.32,0.09,0.3,0.72,0.66,0.19,0.11,0.66,0.68,Entry/Junior,Middle,Finance & Professional Services,Private_Professional
Construction Worker,120913,26,High School,0.97,1.17,0.93,High,0.13,0.98,0.03,0.53,0.29,0.81,0.22,0.01,0.41,0.06,Expert/Late,High,Construction,Manual_Trade_Service
UX Researcher,128747,21,Bachelor's,0.64,0.79,0.4,Medium,0.16,0.14,0.53,0.68,0.45,0.12,0.65,0.56,0.38,0.33,Expert/Late,High,Digital & Creative Industries,Digital_Creative
Mechanic,102593,22,Master's,0.15,0.84,0.32,Medium,0.44,0.6,0.94,0.63,0.62,0.37,0.13,0.45,0.6,0.72,Expert/Late,High,Transport & Automotive Services,Manual_Trade_Service
Teacher,57706,12,Master's,0.26,0.74,0.19,Low,0.57,0.22,0.59,0.35,0.64,0.29,0.59,0.77,0.98,0.91,Senior,Middle,Education,Public_Sector
Security Guard,53665,21,High School,0.43,0.84,0.75,High,0.6,0.95,0.36,0.88,0.15,0.94,0.35,0.38,0.46,0.72,Expert/Late,Middle,Security & Protective Services,Manual_Trade_Service
HR Specialist,109133,24,PhD,0.48,1.02,0.31,Medium,0.3,0.35,0.56,0.56,0.71,0.72,0.24,0.77,0.02,0.72,Expert/Late,High,Business & Professional Services,Private_Professional
Data Scientist,74329,5,Master's,0.73,1.03,0.47,Medium,0.69,0.04,0.22,0.62,0.85,0.38,0.26,0.52,0.62,0.42,Mid-Level,Middle,Digital & Technology,Digital_Creative
Marketing Manager,37279,9,High School,0.52,0.54,0.39,Medium,0.45,0.7,0.22,0.98,0.32,0.53,0.02,0.88,0.79,0.2,Mid-Level,Middle,Marketing & Professional Services,Private_Professional
Chef,69323,9,High School,0.32,1.19,0.63,Medium,0.74,0.92,0.86,0.99,0.18,0.3,0.64,0.73,0.53,0.07,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Graphic Designer,81454,18,High School,0.96,0.91,0.39,Medium,0.02,0.24,0.7,0.91,0.09,0.55,0.7,0.28,0.57,0.72,Senior,Middle,Creative Industries,Digital_Creative
Construction Worker,80366,15,Master's,0.45,1.25,0.78,High,0.21,0.19,0.36,0.04,0.28,0.65,0.65,0.07,0.29,0.57,Senior,Middle,Construction,Manual_Trade_Service
Software Engineer,71476,0,PhD,0.42,1.21,0.3,Low,0.28,0.14,0.13,0.96,0.38,0.53,0.73,0.05,0.24,0.83,Entry/Junior,Middle,Digital & Technology,Digital_Creative
Mechanic,122850,11,High School,0.37,0.87,0.6,Medium,0.3,0.12,0.26,0.39,0.05,0.48,0.74,0.51,0.07,0.44,Senior,High,Transport & Automotive Services,Manual_Trade_Service
Software Engineer,80608,17,High School,0.06,0.56,0.45,Medium,0.19,0.93,0.58,0.29,0.7,0.37,0.13,0.24,0.64,0.05,Senior,Middle,Digital & Technology,Digital_Creative
AI Engineer,92188,24,Master's,0.25,1.08,0.22,Low,0.31,0.69,0.34,0.63,0.63,0.28,0.64,0.38,0.34,0.29,Expert/Late,Middle,Digital & Technology,Digital_Creative
Marketing Manager,43606,29,High School,0.93,0.89,0.32,Medium,0.71,0.29,0.25,0.32,0.72,0.82,0.59,0.32,0.31,0.12,Expert/Late,Middle,Marketing & Professional Services,Private_Professional
Teacher,83568,29,PhD,0.64,0.53,0.22,Low,0.45,0.97,0.82,0.17,0.72,0.49,0.19,0.7,0.55,0.03,Expert/Late,Middle,Education,Public_Sector
UX Researcher,81638,21,High School,0.63,0.64,0.44,Medium,0.59,0.14,0.85,0.03,0.1,0.12,0.53,0.62,0.4,0.29,Expert/Late,Middle,Digital & Creative Industries,Digital_Creative
Retail Worker,123309,25,High School,0.07,0.78,0.71,High,0.01,0.35,0.19,0.27,0.82,0.16,0.78,0.68,0.33,0.55,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Chef,64873,24,Master's,0.13,1.41,0.53,Medium,0.88,0.82,0.08,0.21,0.15,0.83,0.86,0.53,0.1,0.14,Expert/Late,Middle,Hospitality & Catering,Manual_Trade_Service
Teacher,78179,18,Master's,0.93,0.7,0.05,Low,0.33,0.03,0.83,0.49,0.64,0.41,0.35,0.22,0.77,0.7,Senior,Middle,Education,Public_Sector
Research Scientist,78139,11,Bachelor's,0.32,0.5,0.07,Low,0.62,0.51,0.43,0.83,0.5,0.38,0.16,0.82,0.58,0.09,Senior,Middle,Research & Development,Digital_Creative
Teacher,43445,11,Bachelor's,0.43,1.31,0.28,Low,0.6,0.73,0.06,0.56,0.76,0.5,0.59,0.9,0.2,0.1,Senior,Middle,Education,Public_Sector
Chef,31299,6,PhD,0.82,1.35,0.56,Medium,0.83,0.7,0.09,0.76,0.18,0.24,0.39,0.31,0.32,0.17,Mid-Level,Middle,Hospitality & Catering,Manual_Trade_Service
Data Scientist,104263,4,High School,0.02,0.97,0.61,Medium,0.86,0.82,0.42,0.73,0.29,0.06,0.68,0.65,0.8,0.62,Early Career,High,Digital & Technology,Digital_Creative
Teacher,33250,2,Master's,0.88,0.59,0.28,Low,0.93,0.73,0.9,0.77,0.53,0.6,0.63,0.13,0.19,0.52,Early Career,Middle,Education,Public_Sector
Research Scientist,135050,21,Master's,0.96,1.01,0.15,Low,0.16,0.42,0.3,0.09,0.97,0.26,0.69,0.09,0.91,0.59,Expert/Late,High,Research & Development,Digital_Creative
HR Specialist,80029,23,Bachelor's,0.67,1.27,0.69,Medium,0.89,0.79,0.69,0.57,0.12,0.17,0.82,0.8,0.61,0.44,Expert/Late,Middle,Business & Professional Services,Private_Professional
Security Guard,34965,8,Bachelor's,0.33,0.92,0.82,High,0.93,0.11,0.52,0.37,0.99,0.86,0.44,1.0,0.51,0.17,Mid-Level,Middle,Security & Protective Services,Manual_Trade_Service
Doctor,148225,11,High School,0.23,1.14,0.28,Low,0.79,0.27,0.3,0.07,0.29,0.09,0.5,0.71,0.75,0.06,Senior,High,Health & Social Care,Public_Sector
UX Researcher,118458,27,Bachelor's,0.29,0.6,0.44,Medium,0.3,0.63,0.88,0.45,0.75,0.15,0.89,0.15,0.19,0.11,Expert/Late,High,Digital & Creative Industries,Digital_Creative
Security Guard,105763,6,PhD,0.55,1.49,0.9,High,0.38,0.58,0.62,0.82,0.74,0.57,0.67,0.75,0.13,0.2,Mid-Level,High,Security & Protective Services,Manual_Trade_Service
Security Guard,99458,16,Bachelor's,0.85,0.91,0.94,High,0.22,0.42,0.38,0.93,0.29,0.47,0.19,0.52,0.86,0.3,Senior,Middle,Security & Protective Services,Manual_Trade_Service
Nurse,34516,11,Bachelor's,0.91,0.57,0.24,Low,0.26,0.18,0.6,0.71,0.39,0.04,0.91,0.73,0.27,0.5,Senior,Middle,Health & Social Care,Public_Sector
Teacher,123606,9,Master's,0.34,1.02,0.18,Low,0.21,0.78,0.3,0.58,0.27,0.43,0.21,0.63,0.43,0.02,Mid-Level,High,Education,Public_Sector
Data Scientist,149359,0,PhD,0.47,0.68,0.53,Medium,0.41,0.65,0.95,0.53,0.79,0.75,0.92,0.21,0.83,0.91,Entry/Junior,High,Digital & Technology,Digital_Creative
Financial Analyst,37509,28,Bachelor's,0.31,1.45,0.55,Medium,0.38,0.79,0.3,0.18,0.54,0.57,0.83,0.46,0.81,0.31,Expert/Late,Middle,Finance & Professional Services,Private_Professional
Data Scientist,117178,4,PhD,0.21,0.89,0.64,Medium,0.22,0.81,0.28,0.03,0.11,0.75,0.26,0.65,0.7,0.35,Early Career,High,Digital & Technology,Digital_Creative
Marketing Manager,49060,0,Bachelor's,0.4,1.45,0.43,Medium,0.18,0.37,0.67,0.7,0.92,0.88,0.29,0.46,0.75,0.92,Entry/Junior,Middle,Marketing & Professional Services,Private_Professional
Teacher,59235,11,High School,0.44,1.4,0.14,Low,0.48,0.9,0.8,0.24,0.32,0.35,0.91,1.0,0.77,0.48,Senior,Middle,Education,Public_Sector
Teacher,79216,21,Bachelor's,0.7,0.89,0.21,Low,0.61,0.48,0.94,0.02,0.71,0.41,0.71,0.68,0.01,0.29,Expert/Late,Middle,Education,Public_Sector
Teacher,49789,20,Master's,0.17,1.23,0.11,Low,0.47,0.25,0.58,0.72,0.33,0.6,0.82,0.09,0.71,0.32,Expert/Late,Middle,Education,Public_Sector
Retail Worker,107171,21,High School,0.02,0.92,0.87,High,0.52,0.6,0.33,0.18,0.81,0.91,0.51,0.31,0.51,0.88,Expert/Late,High,Retail & Consumer Services,Manual_Trade_Service
Teacher,30443,21,PhD,0.86,0.83,0.23,Low,0.65,0.57,0.53,0.55,0.85,0.92,0.11,0.57,0.92,0.13,Expert/Late,Low,Education,Public_Sector
Mechanic,105494,7,Bachelor's,0.09,0.61,0.66,Medium,0.45,0.69,0.14,0.02,0.89,0.57,0.02,0.99,0.49,0.48,Mid-Level,High,Transport & Automotive Services,Manual_Trade_Service
UX Researcher,45231,0,High School,0.01,1.07,0.55,Medium,0.3,0.73,0.38,0.72,0.14,0.91,0.88,0.15,0.94,0.56,Entry/Junior,Middle,Digital & Creative Industries,Digital_Creative
Truck Driver,116065,9,PhD,0.84,0.58,0.74,High,0.29,0.48,0.35,0.51,0.19,0.68,0.06,0.36,0.18,0.73,Mid-Level,High,Transport & Logistics,Manual_Trade_Service
Lawyer,102436,19,PhD,0.08,1.29,0.66,Medium,0.97,0.58,0.33,0.32,0.38,0.61,0.49,0.65,0.04,0.11,Senior,High,Legal Services,Private_Professional
HR Specialist,62256,25,PhD,1.0,1.25,0.4,Medium,0.95,0.21,0.73,0.12,0.65,0.76,0.86,0.73,0.92,0.52,Expert/Late,Middle,Business & Professional Services,Private_Professional
UX Researcher,61917,10,Master's,0.8,0.78,0.41,Medium,0.83,0.15,0.62,0.96,0.84,0.06,0.32,0.14,0.95,0.99,Senior,Middle,Digital & Creative Industries,Digital_Creative
Lawyer,62948,6,PhD,0.67,1.34,0.39,Medium,0.19,0.01,0.41,0.9,0.9,0.13,0.2,0.41,0.78,0.61,Mid-Level,Middle,Legal Services,Private_Professional
Lawyer,138602,23,Master's,0.59,0.6,0.49,Medium,0.99,0.09,0.52,0.3,0.54,0.57,0.58,0.85,0.39,0.52,Expert/Late,High,Legal Services,Private_Professional
Construction Worker,43322,3,PhD,0.79,0.76,0.9,High,0.27,0.01,0.15,0.99,0.32,0.11,0.12,0.31,0.04,0.51,Early Career,Middle,Construction,Manual_Trade_Service
Retail Worker,143044,14,High School,0.52,0.64,0.81,High,0.6,0.06,0.4,0.3,0.24,0.6,0.59,0.63,0.16,0.29,Senior,High,Retail & Consumer Services,Manual_Trade_Service
Construction Worker,128875,7,Bachelor's,0.54,0.96,0.78,High,0.79,0.09,0.97,0.12,0.77,0.37,0.87,0.07,0.37,0.34,Mid-Level,High,Construction,Manual_Trade_Service
AI Engineer,130901,27,Master's,0.99,0.69,0.21,Low,0.54,0.15,0.17,0.99,0.45,0.13,0.21,0.27,0.51,0.34,Expert/Late,High,Digital & Technology,Digital_Creative
Teacher,138298,2,Master's,0.17,0.83,0.07,Low,0.89,0.2,0.76,0.35,0.47,0.29,0.7,0.84,0.29,0.24,Early Career,High,Education,Public_Sector
Construction Worker,86987,9,High School,0.2,1.14,0.72,High,0.62,0.51,0.11,0.65,0.45,0.22,0.35,0.49,0.09,0.96,Mid-Level,Middle,Construction,Manual_Trade_Service
Construction Worker,48445,26,High School,0.1,1.32,0.78,High,0.6,0.28,0.73,0.72,0.55,0.24,0.25,0.38,0.15,0.34,Expert/Late,Middle,Construction,Manual_Trade_Service
Retail Worker,44407,0,PhD,0.81,0.9,0.89,High,0.1,0.88,0.29,0.4,0.8,0.64,0.31,0.23,0.96,0.09,Entry/Junior,Middle,Retail & Consumer Services,Manual_Trade_Service
Construction Worker,36934,3,PhD,0.67,1.11,0.88,High,0.73,0.86,0.92,0.78,0.23,0.46,0.64,0.54,0.16,0.59,Early Career,Middle,Construction,Manual_Trade_Service
